Area_sqft,Bedrooms_BHK,Age_of_house,Floors,Distance_to_city_center_km,Property_tax_value,Location,House_type,Facing_direction,Furnishing,Nearby_schools_rating,Crime_rate,Parking_available,Road_width_ft,Amenities,Nearby_hospital_distance_km,Nearby_main_road_distance_km,Nearby_bus_stop_distance_km,Nearby_metro_distance_km,Traffic_density,Pollution_index,Demand_index,Appreciation_rate,Competitor_properties_nearby,Loan_amount,Loan_approved,Down_payment,Monthly_EMI,Household_income,Seller_type,Renovation_required,Condition_rating,Construction_material,Water_supply_type,Electricity_backup,Price_range_class,Sold
1432,2,17,4,21.9,24188,Mumbai,Duplex,East,Unfurnished,4.2,4.8,Yes,70,"Pool,Clubhouse,Gym,Security",5.55,1.95,4.65,3.09,5,169.6,4.4,8.89,11,3673859,0,555427,195390,128137,Agent,1,2,Brick,Both,Yes,0,1
3742,5,13,4,15.32,16747,Chennai,Duplex,South,Fully Furnished,1.6,8,Yes,38,"Gym,Playground,Garden,Security",12.38,5.52,4.22,4.94,8.4,51.6,7.54,9.65,0,2113962,0,241424,147922,319867,Owner,1,1,Brick,Both,Yes,2,0
1810,4,18,4,8.11,13955,Kolkata,Villa,East,Fully Furnished,1.6,4.3,Yes,57,"Playground,Security",13.31,2.93,3.26,1.66,9.4,175,9.55,11.23,6,4204653,0,1837704,174467,329190,Builder,0,1,Mixed,Municipal,No,1,1
5673,4,21,4,1.71,10970,Delhi,Villa,East,Semi Furnished,4,5.5,No,92,"Security,Lift,Pool",11.14,2.31,0.13,5.08,7.7,119.3,7.74,7.1,2,1788354,1,755493,19397,165482,Builder,0,3,Brick,Borewell,Yes,2,1
4900,5,25,2,22.88,20174,Bangalore,Studio,East,Fully Furnished,4.9,2.7,No,32,"Garden,Lift,Gym",7.52,6.61,1.53,4.16,2.2,128.3,1.37,14.06,3,2488590,1,404530,172062,138926,Builder,0,4,Brick,Municipal,Yes,2,0
1572,5,6,2,24.14,16226,Bangalore,Independent House,East,Fully Furnished,2.6,7.3,No,78,"Playground,Pool",4.98,4.48,0.74,4.49,8.4,104.8,4.98,13.29,8,988617,0,1821520,26056,167243,Owner,0,4,Mixed,Borewell,No,1,0
1288,1,27,3,6.1,15119,Hyderabad,Independent House,South,Semi Furnished,4.5,8.8,Yes,96,"Playground,Lift",3.81,5,3.66,2.86,1.1,62.3,6.14,1.77,9,3036826,1,1019326,33877,433574,Builder,1,3,Mixed,Municipal,No,0,1
3738,1,37,3,24.27,25872,Kolkata,Apartment,South,Unfurnished,2.6,4.3,No,62,"Playground,Lift,Gym",12.54,6.08,1.03,7.31,3,177.4,4.45,9.18,6,2600342,1,173881,183230,76441,Builder,0,3,Mixed,Both,No,2,1
4917,3,4,4,38.1,15384,Chennai,Villa,East,Semi Furnished,3.6,9.6,Yes,80,"Playground,Garden,Gym",9.94,2.21,1.42,6.39,4.3,190.8,2.33,8.5,5,1889379,1,1111301,60077,452653,Builder,0,2,Concrete,Municipal,No,2,1
2041,3,35,1,39.14,26120,Kolkata,Duplex,South,Unfurnished,2.9,1.3,Yes,87,"Playground,Clubhouse,Lift,Security",9.79,3.91,1.91,3.34,1.4,134.3,4.45,5.95,8,848139,0,1492763,56520,41876,Builder,1,1,Mixed,Both,Yes,1,0
871,3,17,1,35.6,3601,Pune,Apartment,West,Unfurnished,4,3,Yes,96,"Garden,Lift,Pool",3.41,2.94,1.98,5.53,1.4,61.3,5.65,7.11,7,4847806,1,393535,84633,446619,Owner,0,3,Mixed,Borewell,Yes,0,0
3340,2,13,3,32.38,5843,Kolkata,Duplex,South,Semi Furnished,1.2,4.7,No,35,"Garden,Pool,Clubhouse",8.56,2.08,0.98,2.39,1.5,171.8,1.2,12.45,8,3548458,0,932915,20591,478597,Owner,0,1,Brick,Municipal,No,2,0
946,4,47,3,8.77,24651,Mumbai,Apartment,South,Semi Furnished,3.2,4.8,No,80,"Playground,Garden,Pool",14.82,0.17,3.56,7.21,8.1,70.3,3.43,11.52,10,828781,1,394419,194177,106521,Agent,0,2,Mixed,Municipal,Yes,0,0
5126,2,22,2,6.68,17744,Hyderabad,Villa,East,Semi Furnished,5,8.1,No,30,"Clubhouse,Security",6.98,1.06,1.85,4.36,1.9,44.6,9.41,5.33,2,1859261,1,88318,51588,15149,Owner,1,1,Concrete,Municipal,Yes,2,1
3997,5,13,3,18.08,5675,Chennai,Independent House,South,Fully Furnished,4,9,Yes,97,"Pool,Lift,Security,Garden",8.5,5.7,2.89,4.46,5.2,105.9,7.82,7.84,7,3876462,1,1499229,112738,47010,Agent,0,3,Concrete,Both,Yes,2,0
5533,1,31,3,24.98,14049,Pune,Independent House,West,Unfurnished,1.9,3.7,No,90,"Garden,Gym,Playground",13.2,1.05,0.75,0.19,7.8,152.1,7.28,13.7,13,1497823,1,640520,127013,99823,Builder,1,1,Mixed,Borewell,No,2,0
3225,5,4,4,34.1,3005,Bhubaneswar,Villa,South,Unfurnished,2.2,6.7,No,69,"Gym,Pool,Security,Clubhouse",13.17,6.35,0.15,5.16,9.3,71.7,7.6,5.78,13,968076,1,310527,108965,327417,Agent,0,1,Mixed,Both,Yes,2,0
4123,5,21,1,9.66,29276,Bangalore,Duplex,West,Unfurnished,3.8,6,No,64,"Garden,Lift",1.46,1.98,3.07,0.32,7.7,30.8,6.65,5.47,10,3559727,0,599413,62704,470531,Agent,0,4,Mixed,Municipal,Yes,2,1
763,1,27,1,19.45,2231,Mumbai,Studio,South,Semi Furnished,1.6,2.6,Yes,82,"Security,Lift,Pool,Playground",13.59,3.3,3.71,5.52,6.4,188.4,3.89,2.49,13,1246156,0,1230577,135980,38541,Builder,0,1,Mixed,Both,Yes,0,1
2566,5,42,2,26.07,13845,Pune,Studio,North,Unfurnished,1,3.9,No,88,"Pool,Playground,Security,Clubhouse",10.01,6.07,3.28,3.71,3.4,37.6,3.72,1.88,1,395587,0,1740143,106996,175350,Agent,0,4,Concrete,Municipal,Yes,1,0
3709,3,11,1,18.1,24960,Kolkata,Villa,South,Unfurnished,4.1,1.2,No,77,"Pool,Clubhouse,Lift,Garden",5.47,2.49,0.18,4.18,7.6,53.1,7.79,2.78,5,2685618,0,988449,88023,311980,Builder,0,4,Brick,Municipal,No,2,1
945,1,17,4,18.44,18374,Mumbai,Apartment,West,Unfurnished,3.4,3.7,No,97,"Playground,Security,Garden,Pool",11.62,1.69,1.76,7.53,1.3,165.5,5.29,9.31,8,4620508,0,208204,157544,471722,Owner,0,3,Brick,Municipal,Yes,0,1
3640,5,35,4,9.39,22970,Delhi,Independent House,West,Unfurnished,3.7,1.9,No,21,"Garden,Pool,Gym,Security",7.58,0.32,4.56,7.37,8.3,135.3,7.31,4.95,12,2050734,1,195897,178233,467366,Agent,1,1,Mixed,Borewell,Yes,2,0
5129,3,30,2,39.47,18230,Pune,Duplex,West,Semi Furnished,1.1,9.1,No,17,"Pool,Lift,Clubhouse",8.45,6.66,3.49,0.53,2.3,70.1,2.27,10.12,9,4654413,0,63162,28485,90686,Builder,1,4,Brick,Both,Yes,2,0
2336,3,12,3,19.27,20517,Bhubaneswar,Studio,East,Fully Furnished,2.5,9.1,Yes,26,"Security,Clubhouse",9.75,2.89,3.94,7.6,6.3,168.9,5.98,3.97,5,1425269,1,64453,42151,378490,Owner,0,2,Brick,Both,No,1,1
1362,4,19,3,21.54,17389,Chennai,Independent House,West,Fully Furnished,3.1,7.1,No,52,"Pool,Security",12.19,6.24,0.19,0.81,8.6,94.5,8.72,8.85,11,696165,1,1624642,101546,357686,Agent,1,4,Concrete,Borewell,No,0,1
3405,3,44,4,9.13,20074,Bhubaneswar,Villa,South,Semi Furnished,3.8,9.9,No,18,"Clubhouse,Gym,Lift",7.34,3.11,2.18,2.5,9,22,2.86,6.26,8,1592183,0,441664,140051,253414,Agent,1,3,Mixed,Both,No,2,0
4206,2,35,2,20.81,19607,Kolkata,Independent House,North,Fully Furnished,4.4,6.2,Yes,26,"Security,Gym",4.26,6.19,4.64,4.6,5.8,71.8,1.12,13.97,4,2551038,0,217651,8570,407311,Owner,0,4,Concrete,Both,Yes,2,1
1282,1,6,4,10.59,6970,Chennai,Studio,West,Unfurnished,2.1,2.8,No,25,"Pool,Garden",9.38,0.82,1.01,5.65,4.2,104.7,8.93,7.7,4,3228721,1,263075,157283,355335,Agent,0,4,Mixed,Borewell,Yes,0,1
4240,1,22,1,8.49,20587,Pune,Duplex,East,Fully Furnished,4.6,9,No,60,"Security,Lift,Garden,Gym",14.59,3.14,4.19,6.6,7.5,126.5,4.36,1.12,5,74747,1,1734746,144421,255168,Owner,0,4,Brick,Both,No,2,0
1270,1,33,1,11.39,17092,Delhi,Apartment,South,Fully Furnished,3.7,2.9,No,44,"Lift,Garden",1.91,3.16,0.28,4.19,9.2,158.2,7.61,10.88,2,2330095,1,904548,68380,486985,Builder,1,1,Mixed,Borewell,Yes,0,0
5011,5,49,4,0.61,11089,Kolkata,Apartment,West,Unfurnished,2.6,3.4,Yes,61,"Pool,Security,Gym,Playground",0.6,6.82,1.35,2.63,1.4,47.8,4.71,8,0,1224560,0,63208,69727,275602,Builder,0,3,Mixed,Both,Yes,2,1
3385,5,31,3,23.02,16867,Kolkata,Independent House,East,Unfurnished,3.6,6.9,Yes,86,"Pool,Lift,Playground,Clubhouse",6.13,3.5,1.19,4.37,4.6,159.5,4.18,11.92,4,3060721,1,1750300,78149,468652,Owner,0,2,Brick,Borewell,No,2,1
5916,2,20,1,15.81,9882,Hyderabad,Apartment,East,Unfurnished,3.6,2.2,No,21,"Clubhouse,Lift",8.39,0.82,0.17,0.79,4.1,107.3,9.31,3.88,8,3296569,0,747035,181155,412205,Builder,1,3,Mixed,Municipal,Yes,2,0
1265,3,5,2,36,28445,Bhubaneswar,Studio,East,Semi Furnished,1.9,6.5,No,76,"Gym,Lift",7.91,6.37,3.49,1,5.9,26.6,8.02,9.9,7,2329328,0,1059036,190681,328913,Agent,0,3,Brick,Borewell,Yes,0,1
5604,5,15,3,2.11,10343,Bangalore,Duplex,West,Fully Furnished,1,3.7,Yes,78,"Garden,Gym",5.07,6.65,4.13,5.16,4.7,104.4,3.9,5.91,1,551046,1,1430031,25434,256661,Builder,0,4,Mixed,Municipal,Yes,2,1
4709,3,34,1,2.21,19735,Mumbai,Apartment,West,Semi Furnished,1.5,6.6,Yes,22,"Pool,Clubhouse,Playground",14.03,2.92,1.69,2.95,1.6,66.4,2.07,14.81,7,1291067,1,930353,34358,410594,Agent,0,1,Brick,Borewell,No,2,1
3603,3,46,4,35.49,18555,Chennai,Apartment,West,Semi Furnished,4.8,8.2,Yes,22,"Gym,Clubhouse,Garden",4.04,5.6,3.04,0.47,2.1,62.9,3.11,13.19,11,650108,0,1115859,188544,259347,Owner,1,2,Mixed,Municipal,Yes,2,0
3297,5,19,3,5.5,7524,Bhubaneswar,Villa,North,Unfurnished,4.4,4.5,No,37,"Garden,Security",2.27,0.58,1.14,4.74,1,80.9,3.06,10.82,1,2958845,0,1838844,96536,311269,Owner,0,1,Mixed,Both,Yes,2,0
2644,5,41,3,0.59,3429,Chennai,Apartment,North,Fully Furnished,1.7,4,No,56,"Security,Garden,Clubhouse,Playground",3.74,2.9,0.96,7.6,8.8,123.2,5.81,4.91,9,1359284,1,274056,123126,400228,Agent,1,3,Concrete,Municipal,No,1,0
418,2,40,1,7.57,26392,Bhubaneswar,Apartment,South,Semi Furnished,3.6,4,Yes,53,"Security,Garden,Clubhouse",1.91,3.63,2.1,2.94,8.5,126.5,3.49,14.33,4,1815801,1,72015,145362,205668,Owner,0,1,Mixed,Borewell,No,0,1
1041,4,10,2,33.04,23241,Mumbai,Studio,South,Unfurnished,4.7,4.2,No,72,"Lift,Garden",12.77,6.11,0.92,4.38,6.4,186.9,8.32,4.68,5,795540,1,332616,194995,377686,Builder,1,3,Concrete,Both,No,0,0
3483,1,31,1,32.21,24201,Chennai,Apartment,East,Semi Furnished,4.7,8.1,No,78,"Lift,Security",6.32,0.8,4.01,7.7,3.7,184,5.69,3.85,9,855578,0,1974299,177549,53535,Builder,1,3,Mixed,Both,No,2,0
5600,5,13,1,13.94,21817,Chennai,Villa,North,Fully Furnished,3.3,4.9,Yes,29,"Pool,Gym",12.54,2.91,1.32,2.06,5.2,123.1,4.75,1.52,9,3966739,0,1433062,162185,272555,Owner,0,1,Mixed,Borewell,No,2,1
729,5,23,1,26.89,5199,Hyderabad,Villa,West,Unfurnished,3.9,7.4,No,45,"Garden,Playground,Pool,Lift",9.75,3.64,0.35,6.52,7,38.8,4.42,13.21,9,4833593,0,1052193,176809,161812,Agent,0,4,Concrete,Borewell,No,0,1
1265,3,43,1,20.54,12090,Delhi,Villa,South,Semi Furnished,2.6,7.7,No,54,"Gym,Playground,Lift,Garden",7.38,4.7,4.35,2.23,7.9,38.7,1.11,1.21,3,2162683,1,1201628,119927,71991,Builder,1,1,Concrete,Municipal,Yes,0,0
1173,4,38,1,36.24,19743,Bhubaneswar,Apartment,West,Fully Furnished,1.3,5.8,Yes,91,"Security,Playground,Clubhouse",1.98,0.81,4.55,6.88,3.9,32.8,6.26,3.36,13,1330223,1,660608,96445,173337,Agent,0,4,Concrete,Borewell,No,0,0
4887,5,42,4,2.73,24257,Bangalore,Independent House,West,Fully Furnished,3.1,5.1,No,66,"Playground,Garden,Lift",1.04,2.04,3.19,1.6,4.1,109.6,7.44,8.25,3,354383,1,208319,138970,340268,Builder,1,1,Mixed,Municipal,No,2,0
5132,4,30,1,32.62,27268,Mumbai,Independent House,North,Semi Furnished,2.3,4.4,No,96,"Security,Lift,Playground",8.58,0.41,0.7,1.68,9.3,104.3,9.04,7.49,14,996747,1,1639777,112092,251489,Owner,1,4,Brick,Borewell,Yes,2,0
2754,1,16,2,7.24,9432,Pune,Studio,South,Fully Furnished,2.6,6.9,No,11,"Lift,Playground,Pool,Garden",3.4,1.12,3.6,0.31,3.1,71.2,3.1,9.42,7,2732056,0,1732313,108162,258296,Owner,1,3,Brick,Both,Yes,1,1
3738,3,24,3,15.97,16069,Hyderabad,Independent House,East,Unfurnished,1.7,5.6,Yes,51,"Garden,Gym,Playground,Clubhouse",6.92,3.52,0.89,1.41,6.9,167.3,8.68,13.02,8,4444937,1,1215013,109728,391801,Owner,0,1,Brick,Municipal,No,2,1
3918,2,8,4,8.08,18483,Hyderabad,Studio,South,Unfurnished,3.9,3.6,No,59,"Clubhouse,Lift,Garden,Pool",14.22,1.72,1.27,2.96,9.3,51.9,5.27,11.4,1,778699,1,34986,147133,137877,Agent,1,4,Mixed,Municipal,No,2,0
3342,1,21,2,28.25,15875,Delhi,Studio,South,Unfurnished,4.8,5.8,Yes,40,"Playground,Security",2.44,3.41,1.3,4.24,6.9,174.7,8.33,6.23,6,477240,0,929967,155903,498148,Owner,1,1,Concrete,Municipal,Yes,2,0
5521,4,44,1,27.29,21826,Pune,Villa,South,Unfurnished,3.8,6.9,No,91,"Pool,Gym,Clubhouse",10.75,5.55,3.89,7.12,3.7,21,3.23,1.81,0,1982197,1,1836333,142930,397683,Builder,1,1,Mixed,Municipal,No,2,0
2967,4,47,2,22.14,21433,Mumbai,Duplex,North,Semi Furnished,3,5.9,No,57,"Pool,Gym",3.58,2.71,0.42,5.08,3.6,137.4,4.05,1.77,9,1866550,1,862647,137484,261620,Builder,1,2,Mixed,Municipal,Yes,1,0
2074,1,34,3,28.08,15196,Pune,Studio,South,Semi Furnished,2.7,1.1,Yes,96,"Gym,Lift,Pool",3.99,5.09,3.29,3.68,6.9,172.5,1.01,6.99,12,1078518,1,804530,162675,399554,Agent,1,2,Brick,Borewell,Yes,1,1
3083,4,36,2,25.76,28496,Kolkata,Apartment,East,Fully Furnished,3.2,9.9,Yes,89,"Clubhouse,Gym",9.76,5.39,1.03,7.47,3.8,171.5,2.92,10.83,7,1281747,0,162445,6509,190390,Builder,1,1,Brick,Borewell,Yes,2,1
3780,2,16,1,31.17,27003,Bangalore,Villa,South,Fully Furnished,3.6,7.8,Yes,35,"Security,Gym,Lift",2.4,3.81,2.85,3.04,7.8,108.2,6,3.36,8,4488039,1,782354,178701,69456,Owner,0,3,Concrete,Municipal,No,2,0
1139,2,27,3,9.96,18970,Bhubaneswar,Apartment,West,Fully Furnished,1.5,3.2,No,34,"Security,Lift",6.12,1.99,1.56,0.94,9.7,77.1,7.51,12.18,7,548016,0,961283,144006,53391,Agent,1,2,Mixed,Both,No,0,0
1945,4,0,1,17.44,13159,Chennai,Apartment,East,Unfurnished,4.2,7.8,Yes,44,"Garden,Playground,Security",6.01,5.6,1.09,7.58,8,97.9,2.07,14.07,10,4337607,0,823377,149580,82861,Builder,0,3,Brick,Municipal,Yes,1,0
4964,4,8,1,6.49,29780,Bangalore,Independent House,South,Semi Furnished,1,7.9,Yes,95,"Playground,Pool,Lift",7.1,2.71,3.58,4.94,7.9,124.3,7,8.04,4,528527,0,724842,177314,233172,Builder,0,4,Brick,Both,No,2,0
2659,2,48,4,17.47,18639,Bangalore,Apartment,North,Semi Furnished,4.4,6.4,Yes,82,"Lift,Clubhouse,Pool,Security",5.12,4.17,4.22,6.74,3.4,198.7,6.34,10.34,3,1105974,1,245905,20184,206062,Builder,0,3,Concrete,Both,Yes,1,1
1535,4,12,3,28.22,19857,Delhi,Studio,North,Fully Furnished,3,6.6,Yes,43,"Garden,Clubhouse,Pool,Security",4.46,3.5,4.5,0.62,7.3,193.9,7.47,3,1,4466087,0,1983113,168198,352664,Owner,1,1,Mixed,Both,No,1,1
5527,5,46,3,27.81,19104,Chennai,Apartment,North,Semi Furnished,2.7,2.5,No,54,"Security,Lift",11.84,4.42,2.04,7.59,7.7,171.4,6.56,11.98,10,1536650,0,53335,172916,415459,Agent,1,1,Concrete,Borewell,Yes,2,1
1273,3,31,1,28.52,20384,Hyderabad,Apartment,West,Semi Furnished,1.5,4.3,No,32,"Clubhouse,Garden,Security",1.66,5.98,1.95,7.84,8.6,150.4,9.16,9.5,11,509333,1,1775282,64444,53935,Agent,0,2,Mixed,Both,No,0,0
4955,5,27,2,12.7,5007,Chennai,Independent House,West,Fully Furnished,3.3,6.3,Yes,83,"Lift,Clubhouse,Garden,Gym",12.82,2.55,3.74,0.19,8,22.9,9.59,10.46,9,4682844,1,1933514,169991,358449,Owner,0,1,Brick,Borewell,No,2,0
2700,4,30,3,26.66,15966,Bhubaneswar,Apartment,North,Semi Furnished,1.4,1.7,Yes,25,"Lift,Security,Garden",12.66,6.42,4.62,4.69,4.4,81.5,3.74,11.71,1,3834095,0,1522661,79905,352712,Agent,1,4,Mixed,Municipal,Yes,1,0
1151,4,7,2,15.01,29203,Kolkata,Studio,West,Unfurnished,4.5,9.8,Yes,13,"Playground,Clubhouse,Pool,Security",14.02,0.85,4.12,3.37,4.9,47.6,7.61,8.35,7,2513351,1,141828,199540,121423,Owner,1,2,Concrete,Both,Yes,0,1
5957,3,7,2,37.81,26330,Bangalore,Studio,South,Semi Furnished,2.2,1.9,Yes,63,"Playground,Garden,Lift",3.98,1.9,2.33,4.13,9.4,198,6.9,5.72,9,584066,1,888712,132380,47192,Owner,0,3,Brick,Municipal,No,2,0
1253,4,33,3,14.06,22886,Bhubaneswar,Apartment,South,Unfurnished,1.7,4.6,Yes,77,"Lift,Playground,Pool",13.79,6.45,2.75,1.51,4.5,116.4,6.2,14.64,7,3047575,1,1989592,157806,383692,Builder,0,3,Brick,Both,No,0,0
4132,3,22,2,24.32,15696,Kolkata,Studio,North,Unfurnished,2,9.2,Yes,62,"Pool,Lift",7.03,0.54,0.71,6.16,5,91.6,2.85,4.58,13,575811,0,869470,30511,158290,Owner,1,4,Mixed,Borewell,Yes,2,1
2683,2,9,3,30.13,28865,Chennai,Studio,East,Fully Furnished,3.1,1.1,No,23,"Clubhouse,Pool,Security,Gym",10.41,3.29,1.66,2.18,1.5,50.6,2.44,1.29,7,2078468,1,1658762,78193,201226,Builder,1,1,Mixed,Borewell,Yes,1,1
1729,3,36,4,36.3,24574,Chennai,Independent House,South,Fully Furnished,3.2,7.1,No,89,"Garden,Gym,Clubhouse,Playground",12.85,1.89,0.67,5.05,7.7,167.7,5.55,4.46,11,2036035,1,1268746,170411,333865,Owner,1,4,Mixed,Municipal,Yes,1,0
877,3,47,3,17.8,14402,Delhi,Villa,East,Fully Furnished,2.4,4.5,Yes,92,"Security,Pool",1.41,5.54,1.65,1.01,4,197.9,3.34,13.2,0,1573432,0,534650,87519,217042,Owner,0,3,Brick,Municipal,Yes,0,0
3126,5,24,3,14.74,7112,Kolkata,Villa,West,Semi Furnished,4.2,7.5,Yes,12,"Security,Garden,Pool",1,0.7,2.44,4.44,2.2,125.4,6.08,5.82,5,1608793,1,385235,39774,488565,Agent,1,3,Mixed,Both,No,2,0
3491,4,32,3,17.49,20115,Bhubaneswar,Duplex,West,Fully Furnished,2.5,7,No,51,"Gym,Garden,Lift",3.43,0.98,2.65,3.49,9.4,58.2,4.37,12.75,2,1684982,0,977419,75523,124953,Builder,1,3,Concrete,Both,Yes,2,1
4630,2,44,4,13.29,23285,Chennai,Villa,South,Unfurnished,2.8,6.4,Yes,76,"Garden,Lift",8.63,1.19,2.09,0.98,5.2,100.2,2.84,9.21,8,2501790,1,1619299,34785,168278,Builder,1,3,Brick,Borewell,No,2,0
5648,1,3,2,26.33,20561,Mumbai,Apartment,South,Fully Furnished,1.5,8.8,No,59,"Garden,Pool,Playground,Clubhouse",11.78,2.28,0.18,0.45,3.3,197.2,2.5,8.43,0,3265396,0,1702305,23974,217017,Agent,0,1,Concrete,Municipal,Yes,2,1
4905,3,6,4,37.34,3580,Delhi,Studio,West,Unfurnished,1.5,1,Yes,29,"Garden,Playground,Clubhouse",11.74,6.02,2.72,6.84,3.6,163.4,2.31,10.51,8,3967114,0,1002646,64540,22677,Builder,0,4,Mixed,Borewell,No,2,1
5941,1,32,2,5.48,5226,Delhi,Villa,West,Unfurnished,1.4,2.3,Yes,64,"Playground,Clubhouse,Security",13.45,6.14,1.89,4.37,9.2,108.5,1.27,2.49,7,2465238,0,1040342,158635,62457,Owner,0,4,Mixed,Municipal,No,2,0
5813,4,1,3,22.66,27569,Pune,Independent House,East,Semi Furnished,1.6,8.1,Yes,75,"Clubhouse,Gym",8.57,1.49,2.4,5.43,6,137.9,9.59,7.83,0,403016,1,811467,136010,26000,Agent,1,4,Concrete,Both,Yes,2,1
1669,3,47,3,35.96,28572,Delhi,Duplex,South,Unfurnished,4.6,6.7,Yes,93,"Garden,Lift",8.62,3.69,0.49,5.5,6,70,9.46,11.01,11,2392033,0,248827,91186,404172,Agent,1,3,Mixed,Borewell,No,1,0
4581,1,45,4,4.45,6590,Delhi,Apartment,North,Semi Furnished,3.7,9.3,No,62,"Lift,Pool",1.64,4.69,2.83,2.33,1.9,105.6,1.17,8.89,5,2015617,1,1978995,125007,306027,Owner,1,2,Brick,Municipal,No,2,0
3003,5,31,4,20.01,20236,Kolkata,Villa,North,Semi Furnished,3.7,5,Yes,35,"Garden,Security",11.6,2.95,4.11,5.85,3.8,128.5,5.65,14.61,6,4009209,1,518444,137217,450181,Owner,1,4,Concrete,Municipal,No,2,1
1869,1,4,4,34.68,18465,Kolkata,Studio,West,Fully Furnished,1.6,5.9,No,28,"Security,Garden",7.47,6.65,0.62,0.4,6.4,172.9,3.7,4.08,4,4557927,1,1437687,123382,161010,Agent,1,1,Concrete,Both,No,1,0
777,5,45,4,36.07,22234,Chennai,Independent House,North,Semi Furnished,3.1,6.6,No,72,"Gym,Clubhouse,Garden,Pool",3.53,3.88,1.47,0.7,2.3,81.2,9.46,13.38,6,970732,1,340351,151714,424685,Owner,1,1,Concrete,Municipal,Yes,0,1
2080,2,16,3,20.82,5012,Bangalore,Villa,West,Unfurnished,3,2.6,Yes,42,"Security,Gym,Garden,Clubhouse",2.31,3.1,1.68,1.32,6.3,160.2,9.54,2.32,13,2993681,1,577324,194452,166601,Owner,1,2,Concrete,Both,Yes,1,1
5570,4,11,3,1.49,21100,Hyderabad,Studio,North,Unfurnished,2.2,2.3,Yes,37,"Garden,Clubhouse,Playground,Security",13.39,4.41,0.28,4.37,2.4,102.3,2.38,6.52,14,2585489,1,1076990,47070,50384,Owner,1,1,Concrete,Borewell,Yes,2,0
641,1,11,1,4.67,25576,Pune,Villa,West,Unfurnished,2.1,3.3,Yes,57,"Security,Playground,Clubhouse,Gym",8.86,5.77,2.27,6.88,5.5,80.9,8.65,13.94,8,3040124,1,1898873,53783,17242,Builder,1,2,Mixed,Both,No,0,0
1319,3,34,4,23.68,25885,Bangalore,Apartment,West,Unfurnished,4,4.5,Yes,62,"Garden,Pool,Security",9.46,1.89,0.73,3.75,4.9,74.5,6.48,3.59,2,1948796,0,1694442,41905,178816,Builder,0,1,Brick,Municipal,No,0,0
5767,4,20,4,5.39,7301,Bangalore,Duplex,North,Unfurnished,2.2,5.4,No,65,"Pool,Playground,Clubhouse,Garden",3.99,6.46,0.87,5.72,3.3,163.4,4.58,6.48,9,2520435,0,1760774,170338,246216,Agent,1,1,Concrete,Both,No,2,1
469,1,20,2,6.4,19839,Mumbai,Studio,South,Fully Furnished,3.4,5.2,Yes,58,"Clubhouse,Gym,Security",8.48,2.3,3.05,2.66,4.7,37.1,7,9.58,4,4493301,0,388176,18898,82936,Owner,0,3,Brick,Both,No,0,0
4324,3,1,2,31,27773,Hyderabad,Duplex,West,Fully Furnished,4.7,8.1,Yes,87,"Lift,Security,Garden",2.81,4.48,2.12,2.08,7.7,144.9,9.83,11,1,3638386,0,613109,56097,397106,Owner,1,1,Brick,Municipal,Yes,2,1
5901,3,20,3,30.15,25336,Hyderabad,Duplex,North,Semi Furnished,3.1,2.2,No,72,"Garden,Security",6.57,5.05,3.98,6.54,3.8,145.6,7.84,2.97,5,3712903,1,1892726,114955,114205,Owner,0,1,Concrete,Both,Yes,2,0
2486,3,14,1,33.79,5112,Chennai,Independent House,South,Unfurnished,3.4,4.3,Yes,23,"Playground,Pool,Lift",4.07,6.33,0.11,2.27,4.6,41.4,3.94,10.28,10,507285,0,1476569,82876,182558,Builder,1,3,Brick,Both,No,1,1
2407,3,10,4,4.68,8588,Delhi,Studio,East,Unfurnished,4.5,9.5,No,38,"Gym,Lift,Playground,Pool",2.92,4.42,4.41,3.41,6.5,41.4,8.55,7.57,4,3396153,1,526969,122851,418070,Agent,1,3,Concrete,Both,No,1,1
1200,1,9,1,8.33,29492,Delhi,Independent House,West,Semi Furnished,3.9,7.9,No,62,"Garden,Playground,Gym,Lift",12.09,6.58,2.87,6.75,8.3,67.5,8.89,13.93,4,3924366,1,784237,29325,197746,Owner,0,2,Concrete,Borewell,Yes,0,1
5537,2,17,1,33.4,25946,Chennai,Duplex,West,Fully Furnished,1.1,4.9,Yes,35,"Clubhouse,Security,Lift,Playground",10.09,5.02,3.44,4.84,3.9,71.4,4.73,6.02,10,1384231,0,1633334,185831,412136,Owner,1,3,Mixed,Both,No,2,1
3179,5,22,3,28.98,26491,Chennai,Apartment,East,Semi Furnished,1.6,6.2,No,42,"Lift,Pool,Clubhouse,Playground",12.09,5.57,1.78,4.84,2.7,78.2,9.01,8.65,8,388223,0,967757,199516,150776,Owner,0,2,Brick,Borewell,No,2,1
5320,5,30,1,32.34,27887,Kolkata,Apartment,West,Unfurnished,2.1,5.2,Yes,78,"Playground,Lift,Security",12.62,5.47,0.32,0.85,9.8,164.5,1.98,14.86,11,2784375,1,107516,41030,453985,Owner,1,1,Brick,Municipal,No,2,1
1155,5,25,4,39.59,27136,Bhubaneswar,Villa,East,Fully Furnished,2.7,4.5,No,75,"Clubhouse,Gym,Playground",6.15,4.25,1.41,2.15,1.2,159.2,2.68,8.67,2,1767670,1,1919636,118860,351608,Agent,0,4,Brick,Municipal,Yes,0,0
